"ID","明細ID","会計単位","経理区分","取引区分","起票日","借方科目ID","借方補助ID","借方補助整理","借方金額","貸方科目ID","貸方補助ID","貸方補助整理","貸方金額","摘要ID","コメント","元号","年","月","日","伝票確認","借方科目コード","貸方科目コード","決算終了","登録日","伝票番号","伝票連番","更新日","補助科目登録","印刷チェック"
5405,157,1,1,1,2009/06/25 0:00:00,171,0,0,\2215414,114,0,0,\0,0,"6月分　職員給与","H",21,6,25,0,"10113","10102",1,2009/07/21 0:00:00,"H2106-0044",44,2009/07/21 0:00:00,,0
5406,167,1,1,1,2009/06/26 0:00:00,114,0,0,\184280,6,0,0,\0,0,"6月分　高砂市運営費","H",21,6,26,0,"10102","01301",1,2009/07/21 0:00:00,"H2106-0054",54,2009/07/21 0:00:00,,0
5407,168,1,1,1,2009/06/29 0:00:00,60,0,0,\35604,114,0,0,\0,0,"電気料金","H",21,6,29,0,"13308","10102",1,2009/07/21 0:00:00,"H2106-0055",55,2009/07/21 0:00:00,,0
5408,169,1,1,1,2009/06/29 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,6,29,0,"13216","10102",1,2009/07/21 0:00:00,"H2106-0056",56,2009/07/21 0:00:00,,0
5409,170,1,1,1,2009/06/29 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,6,29,0,"10101","10102",1,2009/07/21 0:00:00,"H2106-0057",57,2009/07/21 0:00:00,,0
5410,174,1,1,1,2009/06/30 0:00:00,44,0,0,\4628,114,0,0,\0,0,"電話料金","H",21,6,30,0,"13210","10102",1,2009/07/21 0:00:00,"H2106-0061",61,2009/07/21 0:00:00,,0
5411,175,1,1,1,2009/06/30 0:00:00,44,0,0,\12587,114,0,0,\0,0,"電話料金","H",21,6,30,0,"13210","10102",1,2009/07/21 0:00:00,"H2106-0062",62,2009/07/21 0:00:00,,0
5412,176,1,1,1,2009/06/30 0:00:00,60,0,0,\2100,114,0,0,\0,0,"ｶﾞｽ料金","H",21,6,30,0,"13308","10102",1,2009/07/21 0:00:00,"H2106-0063",63,2009/07/21 0:00:00,,0
5413,177,1,1,1,2009/06/30 0:00:00,34,0,0,\431522,114,0,0,\0,0,"5月分　社保支払い","H",21,6,30,0,"13107","10102",1,2009/07/21 0:00:00,"H2106-0064",64,2009/07/21 0:00:00,,0
5414,119,1,1,1,2009/06/01 0:00:00,60,0,0,\6240,113,0,0,\0,0,"ｶﾞｽ料金","H",21,6,1,0,"13308","10101",1,2009/07/21 0:00:00,"H2106-0006",6,2009/07/21 0:00:00,,0
5415,122,1,1,1,2009/06/03 0:00:00,38,0,0,\3569,113,0,0,\0,0,"配線ｹｰﾌﾞﾙ","H",21,6,3,0,"13204","10101",1,2009/07/21 0:00:00,"H2106-0009",9,2009/07/21 0:00:00,,0
5416,123,1,1,1,2009/06/03 0:00:00,48,0,0,\630,113,0,0,\0,0,"振込手数料","H",21,6,3,0,"13214","10101",1,2009/07/21 0:00:00,"H2106-0010",10,2009/07/21 0:00:00,,0
5417,129,1,1,1,2009/06/05 0:00:00,53,0,0,\9423,113,0,0,\0,0,"お菓子","H",21,6,5,0,"13301","10101",1,2009/07/21 0:00:00,"H2106-0016",16,2009/07/21 0:00:00,,0
5418,131,1,1,1,2009/06/09 0:00:00,47,0,0,\13000,113,0,0,\0,0,"ｺﾞﾐ代","H",21,6,9,0,"13213","10101",1,2009/07/21 0:00:00,"H2106-0018",18,2009/07/21 0:00:00,,0
5419,137,1,1,1,2009/06/10 0:00:00,53,0,0,\11842,113,0,0,\0,0,"ﾐﾙｸ","H",21,6,10,0,"13301","10101",1,2009/07/21 0:00:00,"H2106-0024",24,2009/07/21 0:00:00,,0
5420,140,1,1,1,2009/06/11 0:00:00,54,0,0,\1140,113,0,0,\0,0,"ﾃｨｯｼｭ","H",21,6,11,0,"13302","10101",1,2009/07/21 0:00:00,"H2106-0027",27,2009/07/21 0:00:00,,0
5421,141,1,1,1,2009/06/11 0:00:00,54,0,0,\2290,113,0,0,\0,0,"薬","H",21,6,11,0,"13302","10101",1,2009/07/21 0:00:00,"H2106-0028",28,2009/07/21 0:00:00,,0
5422,142,1,1,1,2009/06/13 0:00:00,51,0,0,\3000,113,0,0,\0,0,"印紙","H",21,6,13,0,"13217","10101",1,2009/07/21 0:00:00,"H2106-0029",29,2009/07/21 0:00:00,,0
5423,145,1,1,1,2009/06/17 0:00:00,54,0,0,\3469,113,0,0,\0,0,"おしりふき","H",21,6,17,0,"13302","10101",1,2009/07/21 0:00:00,"H2106-0032",32,2009/07/21 0:00:00,,0
5424,146,1,1,1,2009/06/17 0:00:00,36,0,0,\800,113,0,0,\0,0,"駐車料","H",21,6,17,0,"13202","10101",1,2009/07/21 0:00:00,"H2106-0033",33,2009/07/21 0:00:00,,0
5425,148,1,1,1,2009/06/19 0:00:00,44,0,0,\1690,113,0,0,\0,0,"切手","H",21,6,19,0,"13210","10101",1,2009/07/21 0:00:00,"H2106-0035",35,2009/07/21 0:00:00,,0
5426,149,1,1,1,2009/06/19 0:00:00,53,0,0,\2313,113,0,0,\0,0,"お菓子","H",21,6,19,0,"13301","10101",1,2009/07/21 0:00:00,"H2106-0036",36,2009/07/21 0:00:00,,0
5427,150,1,1,1,2009/06/21 0:00:00,39,0,0,\15112,113,0,0,\0,0,"ｺﾝﾋﾟｭｰﾀｰ","H",21,6,21,0,"13205","10101",1,2009/07/21 0:00:00,"H2106-0037",37,2009/07/21 0:00:00,,0
5428,151,1,1,1,2009/06/21 0:00:00,53,0,0,\1598,113,0,0,\0,0,"お菓子","H",21,6,21,0,"13301","10101",1,2009/07/21 0:00:00,"H2106-0038",38,2009/07/21 0:00:00,,0
5429,152,1,1,1,2009/06/21 0:00:00,58,0,0,\2708,113,0,0,\0,0,"花苗","H",21,6,21,0,"13306","10101",1,2009/07/21 0:00:00,"H2106-0039",39,2009/07/21 0:00:00,,0
5430,158,1,1,1,2009/06/25 0:00:00,54,0,0,\2923,113,0,0,\0,0,"蚊取線香","H",21,6,25,0,"13302","10101",1,2009/07/21 0:00:00,"H2106-0045",45,2009/07/21 0:00:00,,0
5431,159,1,1,1,2009/06/25 0:00:00,53,0,0,\13407,113,0,0,\0,0,"肉代","H",21,6,25,0,"13301","10101",1,2009/07/21 0:00:00,"H2106-0046",46,2009/07/21 0:00:00,,0
5432,171,1,1,1,2009/06/29 0:00:00,58,0,0,\10965,113,0,0,\0,0,"服","H",21,6,29,0,"13306","10101",1,2009/07/21 0:00:00,"H2106-0058",58,2009/07/21 0:00:00,,0
5433,172,1,1,1,2009/06/29 0:00:00,47,0,0,\12600,113,0,0,\0,0,"共立ｻｰﾋﾞｽ","H",21,6,29,0,"13213","10101",1,2009/07/21 0:00:00,"H2106-0059",59,2009/07/21 0:00:00,,0
5434,173,1,1,1,2009/06/29 0:00:00,36,0,0,\4500,113,0,0,\0,0,"旅費交通費","H",21,6,29,0,"13202","10101",1,2009/07/21 0:00:00,"H2106-0060",60,2009/07/21 0:00:00,,0
5435,178,1,1,1,2009/06/30 0:00:00,60,0,0,\8150,113,0,0,\0,0,"ｶﾞｽ料金","H",21,6,30,0,"13308","10101",1,2009/07/21 0:00:00,"H2106-0065",65,2009/09/09 0:00:00,,0
5436,100,1,1,1,2009/05/25 0:00:00,29,0,0,\2093900,171,0,0,\0,0,"5月分　職員本俸","H",21,5,25,0,"13102","10113",1,2009/07/21 0:00:00,"H2105-0038",38,2009/07/21 0:00:00,,0
5437,101,1,1,1,2009/05/25 0:00:00,30,0,0,\211550,171,0,0,\0,0,"5月分　職員諸手当","H",21,5,25,0,"13103","10113",1,2009/07/21 0:00:00,"H2105-0039",39,2009/07/21 0:00:00,,0
5438,102,1,1,1,2009/05/25 0:00:00,31,0,0,\250620,171,0,0,\0,0,"5月分　非常勤賃金","H",21,5,25,0,"13104","10113",1,2009/07/21 0:00:00,"H2105-0040",40,2009/07/21 0:00:00,,0
5439,103,1,1,1,2009/05/25 0:00:00,171,0,0,\214655,34,0,0,\0,0,"5月分　社保預り","H",21,5,25,0,"10113","13107",1,2009/07/21 0:00:00,"H2105-0041",41,2009/07/21 0:00:00,,0
5440,104,1,1,1,2009/05/25 0:00:00,171,0,0,\6948,34,0,0,\0,0,"5月分　雇用預り","H",21,5,25,0,"10113","13107",1,2009/07/21 0:00:00,"H2105-0042",42,2009/07/21 0:00:00,,0
5441,105,1,1,1,2009/05/25 0:00:00,171,0,0,\38510,143,0,0,\0,0,"5月分　所得税預り","H",21,5,25,0,"10113","11103",1,2009/07/21 0:00:00,"H2105-0043",43,2009/07/21 0:00:00,,0
5442,106,1,1,1,2009/05/25 0:00:00,171,0,0,\146300,143,0,0,\0,0,"5月分　住民税預り","H",21,5,25,0,"10113","11103",1,2009/07/21 0:00:00,"H2105-0044",44,2009/07/21 0:00:00,,0
5443,62,1,1,1,2009/04/30 0:00:00,142,0,0,\603000,114,0,0,\0,0,"未払い分　社保支払い","H",21,4,30,0,"11102","10102",1,2009/07/21 0:00:00,"H2104-0062",62,2009/07/21 0:00:00,,0
5444,91,1,1,1,2009/05/18 0:00:00,39,0,0,\90470,114,0,0,\0,0,"ﾊﾟｿｺﾝ","H",21,5,18,0,"13205","10102",1,2009/07/21 0:00:00,"H2105-0029",29,2009/07/21 0:00:00,,0
5445,81,1,1,1,2009/05/11 0:00:00,53,0,0,\19426,113,0,0,\0,0,"ﾐﾙｸ","H",21,5,11,0,"13301","10101",1,2009/07/21 0:00:00,"H2105-0019",19,2009/07/21 0:00:00,,0
5446,160,1,1,1,2009/06/25 0:00:00,29,0,0,\2090200,171,0,0,\0,0,"6月分　職員本俸","H",21,6,25,0,"13102","10113",1,2009/07/22 0:00:00,"H2106-0047",47,2009/07/22 0:00:00,,0
5447,161,1,1,1,2009/06/25 0:00:00,30,0,0,\247145,171,0,0,\0,0,"6月分　職員諸手当","H",21,6,25,0,"13103","10113",1,2009/07/22 0:00:00,"H2106-0048",48,2009/07/22 0:00:00,,0
5448,162,1,1,1,2009/06/25 0:00:00,31,0,0,\287860,171,0,0,\0,0,"6月分　非常勤賃金","H",21,6,25,0,"13104","10113",1,2009/07/22 0:00:00,"H2106-0049",49,2009/07/22 0:00:00,,0
5449,163,1,1,1,2009/06/25 0:00:00,171,0,0,\214655,34,0,0,\0,0,"6月分　社保預り","H",21,6,25,0,"10113","13107",1,2009/07/22 0:00:00,"H2106-0050",50,2009/07/22 0:00:00,,0
5450,164,1,1,1,2009/06/25 0:00:00,171,0,0,\7036,34,0,0,\0,0,"6月分　雇用預り","H",21,6,25,0,"10113","13107",1,2009/07/22 0:00:00,"H2106-0051",51,2009/07/22 0:00:00,,0
5451,165,1,1,1,2009/06/25 0:00:00,171,0,0,\39500,143,0,0,\0,0,"6月分　所得税預り","H",21,6,25,0,"10113","11103",1,2009/07/22 0:00:00,"H2106-0052",52,2009/07/22 0:00:00,,0
5452,166,1,1,1,2009/06/25 0:00:00,171,0,0,\148600,143,0,0,\0,0,"6月分　住民税預り","H",21,6,25,0,"10113","11103",1,2009/07/22 0:00:00,"H2106-0053",53,2009/07/22 0:00:00,,0
5453,125,1,1,1,2009/06/04 0:00:00,30,0,0,\3135300,171,0,0,\0,0,"夏期分　賞与","H",21,6,4,0,"13103","10113",1,2009/07/22 0:00:00,"H2106-0012",12,2009/07/22 0:00:00,,0
5454,126,1,1,1,2009/06/04 0:00:00,171,0,0,\296280,34,0,0,\0,0,"夏期分　社保預り","H",21,6,4,0,"10113","13107",1,2009/07/22 0:00:00,"H2106-0013",13,2009/07/22 0:00:00,,0
5455,127,1,1,1,2009/06/04 0:00:00,171,0,0,\9406,34,0,0,\0,0,"夏期分　雇用預り","H",21,6,4,0,"10113","13107",1,2009/07/22 0:00:00,"H2106-0014",14,2009/07/22 0:00:00,,0
5456,128,1,1,1,2009/06/04 0:00:00,171,0,0,\113796,143,0,0,\0,0,"夏期分　所得税預り","H",21,6,4,0,"10113","11103",1,2009/07/22 0:00:00,"H2106-0015",15,2009/07/22 0:00:00,,0
5457,138,1,1,2,2009/06/10 0:00:00,202,0,0,\6000000,138,0,0,\0,0,"積立預金取崩し 振替","H",21,6,10,0,"04404","10314",1,2009/07/22 0:00:00,"H2106-0025",25,2009/07/22 0:00:00,,0
5458,139,1,1,2,2009/06/10 0:00:00,198,0,0,\6000000,210,0,0,\0,0,"積立預金取崩し 振替","H",21,6,10,0,"11504","27304",1,2009/07/22 0:00:00,"H2106-0026",26,2010/01/20 0:00:00,,0
5459,133,1,1,1,2009/06/10 0:00:00,114,0,0,\33749,12,0,0,\0,0,"預金利息","H",21,6,10,0,"10102","01901",1,2009/07/22 0:00:00,"H2106-0020",20,2009/07/22 0:00:00,,0
5460,181,1,1,1,2009/07/03 0:00:00,50,0,0,\15960,114,0,0,\0,0,"ｼｬｰﾌﾟ","H",21,7,3,0,"13216","10102",1,2009/09/09 0:00:00,"H2107-0003",3,2009/09/09 0:00:00,,0
5461,182,1,1,1,2009/07/03 0:00:00,50,0,0,\39900,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",21,7,3,0,"13216","10102",1,2009/09/09 0:00:00,"H2107-0004",4,2009/09/09 0:00:00,,0
5462,183,1,1,1,2009/07/03 0:00:00,187,0,0,\2714610,114,0,0,\0,0,"管理人室改装工事","H",21,7,3,0,"14108","10102",1,2009/09/09 0:00:00,"H2107-0005",5,2009/09/09 0:00:00,,0
5463,187,1,1,1,2009/07/06 0:00:00,44,0,0,\5787,114,0,0,\0,0,"ｿﾌﾄﾊﾞﾝｸ　ﾈｯﾄ使用料","H",21,7,6,0,"13210","10102",1,2009/09/09 0:00:00,"H2107-0009",9,2009/09/09 0:00:00,,0
5464,188,1,1,1,2009/07/06 0:00:00,196,0,0,\103592,114,0,0,\0,0,"防犯照明工事","H",21,7,6,0,"14104","10102",1,2009/09/09 0:00:00,"H2107-0010",10,2009/09/09 0:00:00,,0
5465,194,1,1,1,2009/07/08 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,7,8,0,"10101","10102",1,2009/09/09 0:00:00,"H2107-0016",16,2009/09/09 0:00:00,,0
5466,195,1,1,1,2009/07/08 0:00:00,53,0,0,\137997,114,0,0,\0,0,"給食代","H",21,7,8,0,"13301","10102",1,2009/09/09 0:00:00,"H2107-0017",17,2009/09/09 0:00:00,,0
5467,196,1,1,1,2009/07/08 0:00:00,143,0,0,\301896,114,0,0,\0,0,"税金等支払い","H",21,7,8,0,"11103","10102",1,2009/09/09 0:00:00,"H2107-0018",18,2009/09/09 0:00:00,,0
5468,211,1,1,1,2009/07/13 0:00:00,34,0,0,\62172,114,0,0,\0,0,"労働保険支払い","H",21,7,13,0,"13107","10102",1,2009/09/09 0:00:00,"H2107-0033",33,2009/09/09 0:00:00,,0
5469,214,1,1,1,2009/07/14 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,7,14,0,"10101","10102",1,2009/09/09 0:00:00,"H2107-0036",36,2009/09/09 0:00:00,,0
5470,221,1,1,1,2009/07/16 0:00:00,114,0,0,\2559190,6,0,0,\0,0,"7月分　加古川市運営費","H",21,7,16,0,"10102","01301",1,2009/09/09 0:00:00,"H2107-0043",43,2009/09/09 0:00:00,,0
5471,223,1,1,1,2009/07/17 0:00:00,114,0,0,\58480,6,0,0,\0,0,"7月分　稲美町運営費","H",21,7,17,0,"10102","01301",1,2009/09/09 0:00:00,"H2107-0045",45,2009/09/09 0:00:00,,0
5472,227,1,1,1,2009/07/24 0:00:00,114,0,0,\184280,6,0,0,\0,0,"7月分　高砂市運営費","H",21,7,24,0,"10102","01301",1,2009/09/09 0:00:00,"H2107-0049",49,2009/09/09 0:00:00,,0
5473,228,1,1,1,2009/07/24 0:00:00,171,0,0,\2300672,114,0,0,\0,0,"7月分　職員給与","H",21,7,24,0,"10113","10102",1,2009/09/09 0:00:00,"H2107-0050",50,2009/09/09 0:00:00,,0
5474,229,1,1,1,2009/07/24 0:00:00,196,0,0,\112770,114,0,0,\0,0,"ｴｱｺﾝ","H",21,7,24,0,"14104","10102",1,2009/09/09 0:00:00,"H2107-0051",51,2009/09/09 0:00:00,,0
5475,243,1,1,1,2009/07/27 0:00:00,53,0,0,\6000,114,0,0,\0,0,"購買代金","H",21,7,27,0,"13301","10102",1,2009/09/09 0:00:00,"H2107-0065",65,2009/09/09 0:00:00,,0
5476,244,1,1,1,2009/07/27 0:00:00,60,0,0,\48626,114,0,0,\0,0,"電気料金","H",21,7,27,0,"13308","10102",1,2009/09/09 0:00:00,"H2107-0066",66,2009/09/09 0:00:00,,0
5477,245,1,1,1,2009/07/27 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,7,27,0,"13216","10102",1,2009/09/09 0:00:00,"H2107-0067",67,2009/09/09 0:00:00,,0
5478,250,1,1,1,2009/07/28 0:00:00,47,0,0,\78750,114,0,0,\0,0,"KIｼｽﾃﾑ　会計処理料","H",21,7,28,0,"13213","10102",1,2009/09/09 0:00:00,"H2107-0072",72,2009/09/09 0:00:00,,0
5479,249,1,1,1,2009/07/27 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,7,27,0,"10101","10102",1,2009/09/09 0:00:00,"H2107-0071",71,2009/09/09 0:00:00,,0
5480,253,1,1,1,2009/07/30 0:00:00,60,0,0,\2100,114,0,0,\0,0,"ｶﾞｽ料金","H",21,7,30,0,"13308","10102",1,2009/09/09 0:00:00,"H2107-0075",75,2009/09/09 0:00:00,,0
5481,256,1,1,1,2009/07/31 0:00:00,44,0,0,\21628,114,0,0,\0,0,"電話料金","H",21,7,31,0,"13210","10102",1,2009/09/09 0:00:00,"H2107-0078",78,2009/09/09 0:00:00,,0
5482,257,1,1,1,2009/07/31 0:00:00,34,0,0,\1027139,114,0,0,\0,0,"6月分　社保支払い","H",21,7,31,0,"13107","10102",1,2009/09/09 0:00:00,"H2107-0079",79,2009/09/09 0:00:00,,0
5483,258,1,1,1,2009/07/31 0:00:00,43,0,0,\350000,114,0,0,\0,0,"ﾊﾞｽの座席他","H",21,7,31,0,"13209","10102",1,2009/09/09 0:00:00,"H2107-0080",80,2010/05/12 0:00:00,,0
5484,179,1,1,1,2009/07/01 0:00:00,38,0,0,\1296,113,0,0,\0,0,"草ｶﾏ","H",21,7,1,0,"13204","10101",1,2009/09/09 0:00:00,"H2107-0001",1,2009/09/09 0:00:00,,0
5485,180,1,1,1,2009/07/02 0:00:00,54,0,0,\2290,113,0,0,\0,0,"蚊取線香","H",21,7,2,0,"13302","10101",1,2009/09/09 0:00:00,"H2107-0002",2,2009/09/09 0:00:00,,0
5486,184,1,1,1,2009/07/03 0:00:00,48,0,0,\735,113,0,0,\0,0,"振込手数料","H",21,7,3,0,"13214","10101",1,2009/09/09 0:00:00,"H2107-0006",6,2009/09/09 0:00:00,,0
5487,186,1,1,1,2009/07/04 0:00:00,53,0,0,\10100,113,0,0,\0,0,"お菓子","H",21,7,4,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0008",8,2009/09/09 0:00:00,,0
5488,189,1,1,1,2009/07/06 0:00:00,48,0,0,\735,113,0,0,\0,0,"振込手数料","H",21,7,6,0,"13214","10101",1,2009/09/09 0:00:00,"H2107-0011",11,2009/09/09 0:00:00,,0
5489,190,1,1,1,2009/07/06 0:00:00,58,0,0,\2503,113,0,0,\0,0,"ﾊﾞｹﾂ","H",21,7,6,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0012",12,2009/09/09 0:00:00,,0
5490,192,1,1,1,2009/07/07 0:00:00,38,0,0,\9500,113,0,0,\0,0,"印鑑","H",21,7,7,0,"13204","10101",1,2009/09/09 0:00:00,"H2107-0014",14,2009/09/09 0:00:00,,0
5491,193,1,1,1,2009/07/07 0:00:00,49,0,0,\19646,113,0,0,\0,0,"車保険","H",21,7,7,0,"13215","10101",1,2009/09/09 0:00:00,"H2107-0015",15,2009/09/09 0:00:00,,0
5492,197,1,1,1,2009/07/08 0:00:00,53,0,0,\18000,113,0,0,\0,0,"ﾐﾙｸ","H",21,7,8,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0019",19,2009/09/09 0:00:00,,0
5493,199,1,1,1,2009/07/09 0:00:00,37,0,0,\15000,113,0,0,\0,0,"保育者会議","H",21,7,9,0,"13203","10101",1,2009/09/09 0:00:00,"H2107-0021",21,2009/09/09 0:00:00,,0
5494,200,1,1,1,2009/07/09 0:00:00,37,0,0,\2000,113,0,0,\0,0,"保育者会議","H",21,7,9,0,"13203","10101",1,2009/09/09 0:00:00,"H2107-0022",22,2009/09/09 0:00:00,,0
5495,201,1,1,1,2009/07/09 0:00:00,36,0,0,\800,113,0,0,\0,0,"駐車料","H",21,7,9,0,"13202","10101",1,2009/09/09 0:00:00,"H2107-0023",23,2009/09/09 0:00:00,,0
5496,202,1,1,1,2009/07/10 0:00:00,53,0,0,\4550,113,0,0,\0,0,"お菓子","H",21,7,10,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0024",24,2009/09/09 0:00:00,,0
5497,203,1,1,1,2009/07/10 0:00:00,58,0,0,\5996,113,0,0,\0,0,"苗","H",21,7,10,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0025",25,2009/09/09 0:00:00,,0
5498,204,1,1,1,2009/07/11 0:00:00,54,0,0,\7476,113,0,0,\0,0,"薬他","H",21,7,11,0,"13302","10101",1,2009/09/09 0:00:00,"H2107-0026",26,2009/09/09 0:00:00,,0
5499,205,1,1,1,2009/07/11 0:00:00,47,0,0,\13000,113,0,0,\0,0,"ｺﾞﾐ代","H",21,7,11,0,"13213","10101",1,2009/09/09 0:00:00,"H2107-0027",27,2009/09/09 0:00:00,,0
5500,206,1,1,1,2009/07/11 0:00:00,166,0,0,\7000,113,0,0,\0,0,"保育協会会費","H",21,7,11,0,"13219","10101",1,2009/09/09 0:00:00,"H2107-0028",28,2009/09/09 0:00:00,,0
5501,207,1,1,1,2009/07/11 0:00:00,58,0,0,\1995,113,0,0,\0,0,"布","H",21,7,11,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0029",29,2009/09/09 0:00:00,,0
5502,208,1,1,1,2009/07/11 0:00:00,35,0,0,\31500,113,0,0,\0,0,"阪神ﾁｹｯﾄ","H",21,7,11,0,"13201","10101",1,2009/09/09 0:00:00,"H2107-0030",30,2009/09/09 0:00:00,,0
5503,209,1,1,1,2009/07/12 0:00:00,58,0,0,\6328,113,0,0,\0,0,"ﾌﾞﾙｼｰﾄ","H",21,7,12,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0031",31,2009/09/09 0:00:00,,0
5504,210,1,1,1,2009/07/12 0:00:00,58,0,0,\1908,113,0,0,\0,0,"布","H",21,7,12,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0032",32,2009/09/09 0:00:00,,0
5505,215,1,1,1,2009/07/14 0:00:00,54,0,0,\7822,113,0,0,\0,0,"蚊取線香","H",21,7,14,0,"13302","10101",1,2009/09/09 0:00:00,"H2107-0037",37,2009/09/09 0:00:00,,0
5506,216,1,1,1,2009/07/14 0:00:00,58,0,0,\13448,113,0,0,\0,0,"木材他","H",21,7,14,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0038",38,2009/09/09 0:00:00,,0
5507,212,1,1,1,2009/07/13 0:00:00,58,0,0,\1510,113,0,0,\0,0,"花苗","H",21,7,13,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0034",34,2009/09/09 0:00:00,,0
5508,217,1,1,1,2009/07/14 0:00:00,48,0,0,\426,113,0,0,\0,0,"振込手数料","H",21,7,14,0,"13214","10101",1,2009/09/09 0:00:00,"H2107-0039",39,2009/09/09 0:00:00,,0
5509,218,1,1,1,2009/07/14 0:00:00,53,0,0,\7119,113,0,0,\0,0,"お菓子","H",21,7,14,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0040",40,2009/09/09 0:00:00,,0
5510,219,1,1,1,2009/07/14 0:00:00,58,0,0,\7245,113,0,0,\0,0,"玩具","H",21,7,14,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0041",41,2009/09/09 0:00:00,,0
5511,220,1,1,1,2009/07/15 0:00:00,58,0,0,\2520,113,0,0,\0,0,"木材","H",21,7,15,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0042",42,2009/09/09 0:00:00,,0
5512,222,1,1,1,2009/07/16 0:00:00,48,0,0,\525,113,0,0,\0,0,"印紙証書","H",21,7,16,0,"13214","10101",1,2009/09/09 0:00:00,"H2107-0044",44,2009/09/09 0:00:00,,0
5513,224,1,1,1,2009/07/17 0:00:00,63,0,0,\5504,113,0,0,\0,0,"ｹﾄﾙ","H",21,7,17,0,"13311","10101",1,2009/09/09 0:00:00,"H2107-0046",46,2009/09/09 0:00:00,,0
5514,225,1,1,1,2009/07/17 0:00:00,63,0,0,\1494,113,0,0,\0,0,"ｽﾌﾟｰﾝ","H",21,7,17,0,"13311","10101",1,2009/09/09 0:00:00,"H2107-0047",47,2009/09/09 0:00:00,,0
5515,226,1,1,1,2009/07/21 0:00:00,54,0,0,\7781,113,0,0,\0,0,"おしりふき","H",21,7,21,0,"13302","10101",1,2009/09/09 0:00:00,"H2107-0048",48,2009/09/09 0:00:00,,0
5516,230,1,1,1,2009/07/24 0:00:00,47,0,0,\18900,113,0,0,\0,0,"ｺﾞﾐ代","H",21,7,24,0,"13213","10101",1,2009/09/09 0:00:00,"H2107-0052",52,2009/09/09 0:00:00,,0
5517,241,1,1,1,2009/07/25 0:00:00,58,0,0,\11988,113,0,0,\0,0,"ﾌﾟｰﾙ","H",21,7,25,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0063",63,2009/09/09 0:00:00,,0
5518,242,1,1,1,2009/07/25 0:00:00,58,0,0,\6195,113,0,0,\0,0,"植木","H",21,7,25,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0064",64,2009/09/09 0:00:00,,0
5519,246,1,1,1,2009/07/27 0:00:00,58,0,0,\8115,113,0,0,\0,0,"植木","H",21,7,27,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0068",68,2009/09/09 0:00:00,,0
5520,247,1,1,1,2009/07/27 0:00:00,48,0,0,\630,113,0,0,\0,0,"振込手数料","H",21,7,27,0,"13214","10101",1,2009/09/09 0:00:00,"H2107-0069",69,2009/09/09 0:00:00,,0
5521,248,1,1,1,2009/07/27 0:00:00,58,0,0,\31380,113,0,0,\0,0,"ｼｰﾄ","H",21,7,27,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0070",70,2009/09/09 0:00:00,,0
5522,251,1,1,1,2009/07/29 0:00:00,53,0,0,\19630,113,0,0,\0,0,"肉代","H",21,7,29,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0073",73,2009/09/09 0:00:00,,0
5523,252,1,1,1,2009/07/29 0:00:00,58,0,0,\10800,113,0,0,\0,0,"本代","H",21,7,29,0,"13306","10101",1,2009/09/09 0:00:00,"H2107-0074",74,2009/09/09 0:00:00,,0
5524,254,1,1,1,2009/07/30 0:00:00,54,0,0,\3204,113,0,0,\0,0,"洗剤","H",21,7,30,0,"13302","10101",1,2009/09/09 0:00:00,"H2107-0076",76,2009/09/09 0:00:00,,0
5525,255,1,1,1,2009/07/30 0:00:00,53,0,0,\2290,113,0,0,\0,0,"ﾐﾙｸ","H",21,7,30,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0077",77,2009/09/09 0:00:00,,0
5526,259,1,1,1,2009/07/31 0:00:00,53,0,0,\3858,113,0,0,\0,0,"お菓子","H",21,7,31,0,"13301","10101",1,2009/09/09 0:00:00,"H2107-0081",81,2009/09/09 0:00:00,,0
