"ID","明細ID","会計単位","経理区分","取引区分","起票日","借方科目ID","借方補助ID","借方補助整理","借方金額","貸方科目ID","貸方補助ID","貸方補助整理","貸方金額","摘要ID","コメント","元号","年","月","日","伝票確認","借方科目コード","貸方科目コード","決算終了","登録日","伝票番号","伝票連番","更新日","補助科目登録","印刷チェック"
37245,436,1,3,1,2011/05/31 0:00:00,37,0,0,\37000,114,0,0,\0,0,"全国大会参加費","H",23,5,31,0,"13203","10102",1,2011/06/15 0:00:00,"H2305-0244",244,2011/06/15 0:00:00,,0
37246,437,1,3,1,2011/05/31 0:00:00,166,0,0,\3000,114,0,0,\0,0,"給食施設協議会","H",23,5,31,0,"13219","10102",1,2011/06/15 0:00:00,"H2305-0245",245,2011/06/15 0:00:00,,0
37247,438,1,3,1,2011/05/31 0:00:00,166,0,0,\3600,114,0,0,\0,0,"社会保険協会費","H",23,5,31,0,"13219","10102",1,2011/06/15 0:00:00,"H2305-0246",246,2011/06/15 0:00:00,,0
37248,412,1,3,1,2011/05/30 0:00:00,35,0,0,\2100,113,0,0,\0,0,"職員健康診断健診料","H",23,5,30,0,"13201","10101",1,2011/06/15 0:00:00,"H2305-0220",220,2011/06/15 0:00:00,,0
37249,413,1,3,1,2011/05/30 0:00:00,44,0,0,\5179,113,0,0,\0,0,"ﾔﾌｰBB回線使用料(若草)","H",23,5,30,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0221",221,2011/06/15 0:00:00,,0
37250,407,1,3,1,2011/05/30 0:00:00,60,0,0,\39296,114,0,0,\0,0,"5月分　電気料金","H",23,5,30,0,"13308","10102",1,2011/06/15 0:00:00,"H2305-0215",215,2011/06/15 0:00:00,,0
37251,408,1,3,1,2011/05/30 0:00:00,60,0,0,\27907,114,0,0,\0,0,"5月分　電気料金(若草)","H",23,5,30,0,"13308","10102",1,2011/06/15 0:00:00,"H2305-0216",216,2011/06/15 0:00:00,,0
37252,409,1,3,1,2011/05/30 0:00:00,60,0,0,\10885,114,0,0,\0,0,"5月分　ｶﾞｽ料金","H",23,5,30,0,"13308","10102",1,2011/06/15 0:00:00,"H2305-0217",217,2011/06/15 0:00:00,,0
37253,411,1,3,1,2011/05/30 0:00:00,35,0,0,\2100,113,0,0,\0,0,"職員健康診断健診料","H",23,5,30,0,"13201","10101",1,2011/06/15 0:00:00,"H2305-0219",219,2011/06/15 0:00:00,,0
37254,410,1,3,1,2011/05/30 0:00:00,113,0,0,\20000,114,0,0,\0,0,"小口現金引出し","H",23,5,30,0,"10101","10102",1,2011/06/15 0:00:00,"H2305-0218",218,2011/06/15 0:00:00,,0
37255,402,1,3,1,2011/05/27 0:00:00,44,0,0,\4864,114,0,0,\0,0,"ﾔﾌｰ使用料","H",23,5,27,0,"13210","10102",1,2011/06/15 0:00:00,"H2305-0210",210,2011/06/15 0:00:00,,0
37256,395,1,3,1,2011/05/26 0:00:00,58,0,0,\10500,163,0,0,\0,0,"5月分　体操教室","H",23,5,26,0,"13306","10112",1,2011/06/15 0:00:00,"H2305-0203",203,2011/06/15 0:00:00,,0
37257,398,1,3,1,2011/05/26 0:00:00,45,0,0,\1616,113,0,0,\0,0,"MV　ｺｰﾋｰ代(若草)","H",23,5,26,0,"13211","10101",1,2011/06/15 0:00:00,"H2305-0206",206,2011/06/15 0:00:00,,0
37258,397,1,3,1,2011/05/26 0:00:00,64,0,0,\1110,113,0,0,\0,0,"播州交通　ﾀｸｼｰ(若草)","H",23,5,26,0,"13312","10101",1,2011/06/15 0:00:00,"H2305-0205",205,2011/06/15 0:00:00,,0
37259,396,1,3,1,2011/05/26 0:00:00,64,0,0,\1110,113,0,0,\0,0,"播州交通　ﾀｸｼｰ(若草)","H",23,5,26,0,"13312","10101",1,2011/06/15 0:00:00,"H2305-0204",204,2011/06/15 0:00:00,,0
37260,390,1,3,1,2011/05/25 0:00:00,37,0,0,\4000,113,0,0,\0,0,"白鷺保育社　研修参加費","H",23,5,25,0,"13203","10101",1,2011/06/15 0:00:00,"H2305-0198",198,2011/06/15 0:00:00,,0
37261,389,1,3,1,2011/05/25 0:00:00,45,0,0,\2312,113,0,0,\0,0,"ﾎﾞﾝﾏﾙｼｪ　ｺｰﾋｰ代","H",23,5,25,0,"13211","10101",1,2011/06/15 0:00:00,"H2305-0197",197,2011/06/15 0:00:00,,0
37262,388,1,3,1,2011/05/25 0:00:00,37,0,0,\2000,113,0,0,\0,0,"教育研究会参加費","H",23,5,25,0,"13203","10101",1,2011/06/15 0:00:00,"H2305-0196",196,2011/06/15 0:00:00,,0
37263,373,1,3,1,2011/05/24 0:00:00,58,0,0,\45600,114,0,0,\0,0,"ﾌｼﾞ写真　ｱﾙﾊﾞﾑ代","H",23,5,24,0,"13306","10102",1,2011/06/15 0:00:00,"H2305-0181",181,2011/06/15 0:00:00,,0
37264,379,1,3,1,2011/05/24 0:00:00,58,0,0,\1192,113,0,0,\0,0,"ﾎｰﾑｽﾄｯｸ　野菜苗代","H",23,5,24,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0187",187,2011/06/15 0:00:00,,0
37265,378,1,3,1,2011/05/24 0:00:00,62,0,0,\504,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　電池代","H",23,5,24,0,"13310","10101",1,2011/06/15 0:00:00,"H2305-0186",186,2011/06/15 0:00:00,,0
37266,377,1,3,1,2011/05/24 0:00:00,45,0,0,\250,113,0,0,\0,0,"ﾛｰｿﾝ　お茶代","H",23,5,24,0,"13211","10101",1,2011/06/15 0:00:00,"H2305-0185",185,2011/06/15 0:00:00,,0
37267,376,1,3,1,2011/05/24 0:00:00,44,0,0,\400,113,0,0,\0,0,"子育てさろん切手代","H",23,5,24,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0184",184,2011/06/15 0:00:00,,0
37268,375,1,3,1,2011/05/24 0:00:00,58,0,0,\3150,113,0,0,\0,0,"日本総合園芸　花代(若草)","H",23,5,24,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0183",183,2011/06/15 0:00:00,,0
37269,374,1,3,1,2011/05/24 0:00:00,58,0,0,\3150,113,0,0,\0,0,"日本総合園芸　花代","H",23,5,24,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0182",182,2011/06/15 0:00:00,,0
37270,380,1,0,1,2011/05/24 0:00:00,45,0,0,\2296,114,0,0,\0,0,"理事会　会議費","H",23,5,24,0,"13211","10102",1,2011/06/15 0:00:00,"H2305-0188",188,2011/06/15 0:00:00,,0
37271,361,1,3,1,2011/05/23 0:00:00,36,0,0,\4200,113,0,0,\0,0,"5月分　職員旅費","H",23,5,23,0,"13202","10101",1,2011/06/15 0:00:00,"H2305-0169",169,2011/06/15 0:00:00,,0
37272,357,1,3,2,2011/05/23 0:00:00,204,0,0,\61752,205,0,0,\0,0,"5月分　退職共済振替","H",23,5,23,0,"10321","15403",1,2011/06/15 0:00:00,"H2305-0165",165,2011/06/15 0:00:00,,0
37273,358,1,3,1,2011/05/23 0:00:00,143,0,0,\61752,163,0,0,\0,0,"5月分　退職共済預り分","H",23,5,23,0,"11103","10112",1,2011/06/15 0:00:00,"H2305-0166",166,2011/06/15 0:00:00,,0
37274,356,1,3,1,2011/05/23 0:00:00,205,0,0,\61752,163,0,0,\0,0,"5月分　退職共済法人分","H",23,5,23,0,"15403","10112",1,2011/06/15 0:00:00,"H2305-0164",164,2011/06/15 0:00:00,,0
37275,355,1,3,1,2011/05/23 0:00:00,69,0,0,\62730,163,0,0,\0,0,"日保協　保険料","H",23,5,23,0,"13325","10112",1,2011/06/15 0:00:00,"H2305-0163",163,2011/06/15 0:00:00,,0
37276,360,1,3,1,2011/05/23 0:00:00,54,0,0,\470,113,0,0,\0,0,"布亀　薬代(若草)","H",23,5,23,0,"13302","10101",1,2011/06/15 0:00:00,"H2305-0168",168,2011/06/15 0:00:00,,0
37277,354,1,3,1,2011/05/23 0:00:00,114,0,0,\2500,7,0,0,\0,0,"5月分　休日保育","H",23,5,23,0,"10102","01401",1,2011/06/15 0:00:00,"H2305-0162",162,2011/06/15 0:00:00,,0
37278,359,1,3,1,2011/05/23 0:00:00,48,0,0,\330,113,0,0,\0,0,"振込手数料","H",23,5,23,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0167",167,2011/06/15 0:00:00,,0
37279,350,1,3,1,2011/05/20 0:00:00,53,0,0,\730,113,0,0,\0,0,"MV　日曜保育給食代","H",23,5,20,0,"13301","10101",1,2011/06/15 0:00:00,"H2305-0158",158,2011/06/15 0:00:00,,0
37280,345,1,3,1,2011/05/20 0:00:00,50,0,0,\10395,114,0,0,\0,0,"ｵﾘｯｸｽ","H",23,5,20,0,"13216","10102",1,2011/06/15 0:00:00,"H2305-0153",153,2011/06/15 0:00:00,,0
37281,347,1,3,1,2011/05/20 0:00:00,44,0,0,\2527,113,0,0,\0,0,"NTT回線使用料(若草)","H",23,5,20,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0155",155,2011/06/15 0:00:00,,0
37282,349,1,3,1,2011/05/20 0:00:00,44,0,0,\525,113,0,0,\0,0,"NTT回線使用料(若草)","H",23,5,20,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0157",157,2011/06/15 0:00:00,,0
37283,346,1,3,1,2011/05/20 0:00:00,53,0,0,\86,113,0,0,\0,0,"MV　南瓜","H",23,5,20,0,"13301","10101",1,2011/06/15 0:00:00,"H2305-0154",154,2011/06/15 0:00:00,,0
37284,348,1,3,1,2011/05/20 0:00:00,44,0,0,\2422,113,0,0,\0,0,"NTT回線使用料","H",23,5,20,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0156",156,2011/06/15 0:00:00,,0
37285,330,1,3,1,2011/05/19 0:00:00,113,0,0,\35000,114,0,0,\0,0,"小口現金引出し","H",23,5,19,0,"10101","10102",1,2011/06/15 0:00:00,"H2305-0138",138,2011/06/15 0:00:00,,0
37286,336,1,0,1,2011/05/19 0:00:00,45,0,0,\12000,114,0,0,\0,0,"監事会　会議費","H",23,5,19,0,"13211","10102",1,2011/06/15 0:00:00,"H2305-0144",144,2011/06/15 0:00:00,,0
37287,331,1,3,1,2011/05/19 0:00:00,58,0,0,\31350,163,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ　新学期用品","H",23,5,19,0,"13306","10112",1,2011/06/15 0:00:00,"H2305-0139",139,2011/06/15 0:00:00,,0
37288,332,1,3,1,2011/05/19 0:00:00,38,0,0,\3600,113,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ館　保育事業日誌(若草)","H",23,5,19,0,"13204","10101",1,2011/06/15 0:00:00,"H2305-0140",140,2011/06/15 0:00:00,,0
37289,333,1,3,1,2011/05/19 0:00:00,38,0,0,\7200,113,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ館　保育事業日誌","H",23,5,19,0,"13204","10101",1,2011/06/15 0:00:00,"H2305-0141",141,2011/06/15 0:00:00,,0
37290,329,1,3,1,2011/05/19 0:00:00,142,0,0,\70000,114,0,0,\0,0,"西本税理士","H",23,5,19,0,"11102","10102",1,2011/06/15 0:00:00,"H2305-0137",137,2011/06/15 0:00:00,,0
37291,335,1,3,1,2011/05/19 0:00:00,48,0,0,\735,113,0,0,\0,0,"振込手数料","H",23,5,19,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0143",143,2011/06/15 0:00:00,,0
37292,334,1,3,1,2011/05/19 0:00:00,58,0,0,\1330,113,0,0,\0,0,"ﾌﾚｰﾍﾞﾙ館　油土ﾊｲｱｰﾄ(若草)","H",23,5,19,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0142",142,2011/06/15 0:00:00,,0
37293,328,1,0,1,2011/05/18 0:00:00,45,0,0,\1934,114,0,0,\0,0,"理事会　会議費","H",23,5,18,0,"13211","10102",1,2011/06/15 0:00:00,"H2305-0136",136,2011/06/15 0:00:00,,0
37294,327,1,3,1,2011/05/18 0:00:00,44,0,0,\3181,113,0,0,\0,0,"NTT回線使用料(若草)","H",23,5,18,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0135",135,2011/06/15 0:00:00,,0
37295,326,1,3,1,2011/05/18 0:00:00,44,0,0,\2422,113,0,0,\0,0,"NTT回線使用料","H",23,5,18,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0134",134,2011/06/15 0:00:00,,0
37296,320,1,3,1,2011/05/18 0:00:00,44,0,0,\1890,113,0,0,\0,0,"JA　GMOｲﾝﾀｰﾈｯﾄ","H",23,5,18,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0128",128,2011/06/15 0:00:00,,0
37297,321,1,3,1,2011/05/18 0:00:00,48,0,0,\420,113,0,0,\0,0,"振込手数料","H",23,5,18,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0129",129,2011/06/15 0:00:00,,0
37298,322,1,3,1,2011/05/18 0:00:00,52,0,0,\3007,113,0,0,\0,0,"松本新聞舗","H",23,5,18,0,"13225","10101",1,2011/06/15 0:00:00,"H2305-0130",130,2011/06/15 0:00:00,,0
37299,325,1,3,1,2011/05/18 0:00:00,44,0,0,\2527,113,0,0,\0,0,"NTT回線使用料","H",23,5,18,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0133",133,2011/06/15 0:00:00,,0
37300,324,1,3,1,2011/05/18 0:00:00,43,0,0,\1260,113,0,0,\0,0,"ﾖｼﾀﾞ楽器　ﾄﾞﾗﾑﾍｯﾄﾞ交換","H",23,5,18,0,"13209","10101",1,2011/06/15 0:00:00,"H2305-0132",132,2011/06/15 0:00:00,,0
37301,319,1,3,1,2011/05/18 0:00:00,58,0,0,\12000,114,0,0,\0,0,"5月分　英語講師料","H",23,5,18,0,"13306","10102",1,2011/06/15 0:00:00,"H2305-0127",127,2011/06/15 0:00:00,,0
37302,323,1,3,1,2011/05/18 0:00:00,62,0,0,\5000,113,0,0,\0,0,"中部ﾚﾌﾞﾟﾛﾝ　ｶﾞﾗｽﾜｲﾊﾟｰ","H",23,5,18,0,"13310","10101",1,2011/06/15 0:00:00,"H2305-0131",131,2011/06/15 0:00:00,,0
37303,313,1,3,1,2011/05/17 0:00:00,53,0,0,\326,113,0,0,\0,0,"MV　ﾊﾞﾀｰ","H",23,5,17,0,"13301","10101",1,2011/06/15 0:00:00,"H2305-0121",121,2011/06/15 0:00:00,,0
37304,265,1,3,1,2011/05/16 0:00:00,114,0,0,\2500,7,0,0,\0,0,"5月分　一時保育料","H",23,5,16,0,"10102","01401",1,2011/06/15 0:00:00,"H2305-0073",73,2011/06/15 0:00:00,,0
37305,302,1,3,1,2011/05/16 0:00:00,171,0,0,\36620,143,0,0,\0,0,"5月分　所得税預り","H",23,5,16,0,"10113","11103",1,2011/06/15 0:00:00,"H2305-0110",110,2011/06/15 0:00:00,,0
37306,285,1,3,1,2011/05/16 0:00:00,69,0,0,\291090,163,0,0,\0,0,"日保協　保険料","H",23,5,16,0,"13325","10112",1,2011/06/15 0:00:00,"H2305-0093",93,2011/06/15 0:00:00,,0
37307,284,1,3,1,2011/05/16 0:00:00,143,0,0,\55800,163,0,0,\0,0,"5月分　住民税支払い","H",23,5,16,0,"11103","10112",1,2011/06/15 0:00:00,"H2305-0092",92,2011/06/15 0:00:00,,0
37308,283,1,3,1,2011/05/16 0:00:00,143,0,0,\36620,163,0,0,\0,0,"5月分　所得税支払い","H",23,5,16,0,"11103","10112",1,2011/06/15 0:00:00,"H2305-0091",91,2011/06/15 0:00:00,,0
37309,282,1,3,1,2011/05/16 0:00:00,33,0,0,\491700,163,0,0,\0,0,"福祉医療機構　退職共済掛金","H",23,5,16,0,"13106","10112",1,2011/06/15 0:00:00,"H2305-0090",90,2011/06/15 0:00:00,,0
37310,264,1,3,1,2011/05/16 0:00:00,114,0,0,\3000000,6,0,0,\0,0,"5月分　加東市運営費","H",23,5,16,0,"10102","01301",1,2011/06/15 0:00:00,"H2305-0072",72,2011/06/15 0:00:00,,0
37311,267,1,3,1,2011/05/16 0:00:00,114,0,0,\11130,69,0,0,\0,0,"ｽﾎﾟｰﾂ保険　保護者負担分","H",23,5,16,0,"10102","13325",1,2011/06/15 0:00:00,"H2305-0075",75,2011/06/15 0:00:00,,0
37312,269,1,3,1,2011/05/16 0:00:00,163,0,0,\1000000,114,0,0,\0,0,"当座預金補充","H",23,5,16,0,"10112","10102",1,2011/06/15 0:00:00,"H2305-0077",77,2011/06/15 0:00:00,,0
37313,271,1,3,1,2011/05/16 0:00:00,166,0,0,\132300,114,0,0,\0,0,"保育協会費","H",23,5,16,0,"13219","10102",1,2011/06/15 0:00:00,"H2305-0079",79,2011/06/15 0:00:00,,0
37314,274,1,3,1,2011/05/16 0:00:00,69,0,0,\19875,114,0,0,\0,0,"ｽﾎﾟｰﾂ保険掛金","H",23,5,16,0,"13325","10102",1,2011/06/15 0:00:00,"H2305-0082",82,2011/06/15 0:00:00,,0
37315,277,1,3,1,2011/05/16 0:00:00,53,0,0,\273008,114,0,0,\0,0,"4月分　給食材料費","H",23,5,16,0,"13301","10102",1,2011/06/15 0:00:00,"H2305-0085",85,2011/06/15 0:00:00,,0
37316,279,1,3,1,2011/05/16 0:00:00,37,0,0,\4000,114,0,0,\0,0,"新任研修","H",23,5,16,0,"13203","10102",1,2011/06/15 0:00:00,"H2305-0087",87,2011/06/15 0:00:00,,0
37317,281,1,3,1,2011/05/16 0:00:00,171,0,0,\2051904,114,0,0,\0,0,"5月分　職員給与","H",23,5,16,0,"10113","10102",1,2011/06/15 0:00:00,"H2305-0089",89,2011/06/15 0:00:00,,0
37318,261,1,3,1,2011/05/16 0:00:00,60,0,0,\6435,114,0,0,\0,0,"4月分　ｶﾞｽ料金(若草)","H",23,5,16,0,"13308","10102",1,2011/06/15 0:00:00,"H2305-0069",69,2011/06/15 0:00:00,,0
37319,298,1,3,1,2011/05/16 0:00:00,30,0,0,\21352,171,0,0,\0,0,"5月分　職員諸手当(若草)","H",23,5,16,0,"13103","10113",1,2011/06/15 0:00:00,"H2305-0106",106,2011/06/15 0:00:00,,0
37320,300,1,3,1,2011/05/16 0:00:00,171,0,0,\14710,34,0,0,\0,0,"5月分　雇用預り","H",23,5,16,0,"10113","13107",1,2011/06/15 0:00:00,"H2305-0108",108,2011/06/15 0:00:00,,0
37321,291,1,3,1,2011/05/16 0:00:00,48,0,0,\525,113,0,0,\0,0,"振込手数料","H",23,5,16,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0099",99,2011/06/15 0:00:00,,0
37322,292,1,3,1,2011/05/16 0:00:00,48,0,0,\420,113,0,0,\0,0,"振込手数料","H",23,5,16,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0100",100,2011/06/15 0:00:00,,0
37323,293,1,3,1,2011/05/16 0:00:00,64,0,0,\1030,113,0,0,\0,0,"播州交通　ﾀｸｼｰ(若草)","H",23,5,16,0,"13312","10101",1,2011/06/15 0:00:00,"H2305-0101",101,2011/06/15 0:00:00,,0
37324,294,1,3,1,2011/05/16 0:00:00,29,0,0,\1621500,171,0,0,\0,0,"5月分　職員俸給","H",23,5,16,0,"13102","10113",1,2011/06/15 0:00:00,"H2305-0102",102,2011/06/15 0:00:00,,0
37325,295,1,3,1,2011/05/16 0:00:00,30,0,0,\129379,171,0,0,\0,0,"5月分　職員諸手当","H",23,5,16,0,"13103","10113",1,2011/06/15 0:00:00,"H2305-0103",103,2011/06/15 0:00:00,,0
37326,289,1,3,1,2011/05/16 0:00:00,48,0,0,\420,113,0,0,\0,0,"振込手数料","H",23,5,16,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0097",97,2011/06/15 0:00:00,,0
37327,297,1,3,1,2011/05/16 0:00:00,29,0,0,\339700,171,0,0,\0,0,"5月分　職員俸給(若草)","H",23,5,16,0,"13102","10113",1,2011/06/15 0:00:00,"H2305-0105",105,2011/06/15 0:00:00,,0
37328,288,1,3,1,2011/05/16 0:00:00,48,0,0,\120,113,0,0,\0,0,"振込手数料","H",23,5,16,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0096",96,2011/06/15 0:00:00,,0
37329,299,1,3,1,2011/05/16 0:00:00,31,0,0,\290770,171,0,0,\0,0,"5月分　非常勤賃金(若草)","H",23,5,16,0,"13104","10113",1,2011/06/15 0:00:00,"H2305-0107",107,2011/06/15 0:00:00,,0
37330,275,1,3,1,2011/05/16 0:00:00,47,0,0,\41040,114,0,0,\0,0,"4月分　ｼﾙﾊﾞｰ人材","H",23,5,16,0,"13213","10102",1,2011/06/15 0:00:00,"H2305-0083",83,2011/06/15 0:00:00,,0
37331,301,1,3,1,2011/05/16 0:00:00,171,0,0,\272653,143,0,0,\0,0,"5月分　社保預り","H",23,5,16,0,"10113","11103",1,2011/06/15 0:00:00,"H2305-0109",109,2011/06/15 0:00:00,,0
37332,303,1,3,1,2011/05/16 0:00:00,171,0,0,\46700,143,0,0,\0,0,"5月分　住民税預り","H",23,5,16,0,"10113","11103",1,2011/06/15 0:00:00,"H2305-0111",111,2011/06/15 0:00:00,,0
37333,304,1,3,1,2011/05/16 0:00:00,171,0,0,\56254,143,0,0,\0,0,"5月分　退職共済預り","H",23,5,16,0,"10113","11103",1,2011/06/15 0:00:00,"H2305-0112",112,2011/06/15 0:00:00,,0
37334,305,1,3,1,2011/05/16 0:00:00,171,0,0,\70000,10,0,0,\0,0,"5月分　職員給食費","H",23,5,16,0,"10113","01701",1,2011/06/15 0:00:00,"H2305-0113",113,2011/06/15 0:00:00,,0
37335,306,1,3,1,2011/05/16 0:00:00,114,0,0,\430650,6,0,0,\0,0,"5月分　加東市運営費(若草)","H",23,5,16,0,"10102","01301",1,2011/06/15 0:00:00,"H2305-0114",114,2011/06/15 0:00:00,,0
37336,296,1,3,1,2011/05/16 0:00:00,31,0,0,\146140,171,0,0,\0,0,"5月分　非常勤賃金","H",23,5,16,0,"13104","10113",1,2011/06/15 0:00:00,"H2305-0104",104,2011/06/15 0:00:00,,0
37337,287,1,3,1,2011/05/16 0:00:00,58,0,0,\5000,113,0,0,\0,0,"5月分　音楽講師料","H",23,5,16,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0095",95,2011/06/15 0:00:00,,0
37338,286,1,3,1,2011/05/16 0:00:00,64,0,0,\1030,113,0,0,\0,0,"播州交通　ﾀｸｼｰ(若草)","H",23,5,16,0,"13312","10101",1,2011/06/15 0:00:00,"H2305-0094",94,2011/06/15 0:00:00,,0
37339,260,1,3,1,2011/05/16 0:00:00,114,0,0,\2800,12,0,0,\0,0,"利息","H",23,5,16,0,"10102","01901",1,2011/06/15 0:00:00,"H2305-0068",68,2011/06/15 0:00:00,,0
37340,290,1,3,1,2011/05/16 0:00:00,48,0,0,\735,113,0,0,\0,0,"振込手数料","H",23,5,16,0,"13214","10101",1,2011/06/15 0:00:00,"H2305-0098",98,2011/06/15 0:00:00,,0
37341,250,1,3,1,2011/05/15 0:00:00,58,0,0,\2350,113,0,0,\0,0,"三木山森林公園利用料","H",23,5,15,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0058",58,2011/06/15 0:00:00,,0
37342,248,1,3,1,2011/05/13 0:00:00,69,0,0,\2160,113,0,0,\0,0,"子育てさろん切手代","H",23,5,13,0,"13325","10101",1,2011/06/15 0:00:00,"H2305-0056",56,2011/06/15 0:00:00,,0
37343,247,1,3,1,2011/05/13 0:00:00,69,0,0,\2000,113,0,0,\0,0,"子育てさろん切手代","H",23,5,13,0,"13325","10101",1,2011/06/15 0:00:00,"H2305-0055",55,2011/06/15 0:00:00,,0
37344,245,1,3,1,2011/05/12 0:00:00,58,0,0,\105,113,0,0,\0,0,"ﾀﾞｲｿｰ　ﾍﾟｰﾊﾟｰｶｯﾌﾟ","H",23,5,12,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0053",53,2011/06/15 0:00:00,,0
37345,241,1,3,1,2011/05/11 0:00:00,53,0,0,\394,113,0,0,\0,0,"MV　ﾎｲｯﾌﾟｸﾘｰﾑ代","H",23,5,11,0,"13301","10101",1,2011/06/15 0:00:00,"H2305-0049",49,2011/06/15 0:00:00,,0
37346,238,1,3,1,2011/05/10 0:00:00,54,0,0,\596,113,0,0,\0,0,"ｲｵﾝ　おしりﾅｯﾌﾟ","H",23,5,10,0,"13302","10101",1,2011/06/15 0:00:00,"H2305-0046",46,2011/06/15 0:00:00,,0
37347,237,1,3,1,2011/05/10 0:00:00,43,0,0,\10500,163,0,0,\0,0,"ﾖｼﾀﾞ楽器　ﾋﾟｱﾉ調律代","H",23,5,10,0,"13209","10112",1,2011/06/15 0:00:00,"H2305-0045",45,2011/06/15 0:00:00,,0
37348,235,1,3,1,2011/05/09 0:00:00,35,0,0,\3780,113,0,0,\0,0,"検査ｾﾝﾀｰ　検便代(若草)","H",23,5,9,0,"13201","10101",1,2011/06/15 0:00:00,"H2305-0043",43,2011/06/15 0:00:00,,0
37349,232,1,3,1,2011/05/09 0:00:00,50,0,0,\21000,114,0,0,\0,0,"日立　ﾘｰｽ料","H",23,5,9,0,"13216","10102",1,2011/06/15 0:00:00,"H2305-0040",40,2011/06/15 0:00:00,,0
37350,234,1,3,1,2011/05/09 0:00:00,35,0,0,\6930,113,0,0,\0,0,"検査ｾﾝﾀｰ　検便代","H",23,5,9,0,"13201","10101",1,2011/06/15 0:00:00,"H2305-0042",42,2011/06/15 0:00:00,,0
37351,233,1,3,1,2011/05/09 0:00:00,58,0,0,\1000,113,0,0,\0,0,"片山農園　野菜苗代","H",23,5,9,0,"13306","10101",1,2011/06/15 0:00:00,"H2305-0041",41,2011/06/15 0:00:00,,0
37352,227,1,3,1,2011/05/08 0:00:00,35,0,0,\1700,113,0,0,\0,0,"ﾜｰｸﾏﾝ　調理師用帽子","H",23,5,8,0,"13201","10101",1,2011/06/15 0:00:00,"H2305-0035",35,2011/06/15 0:00:00,,0
37353,226,1,3,1,2011/05/07 0:00:00,44,0,0,\1060,113,0,0,\0,0,"ﾔﾏﾄ　宅急便代","H",23,5,7,0,"13210","10101",1,2011/06/15 0:00:00,"H2305-0034",34,2011/06/15 0:00:00,,0
37354,210,1,3,1,2011/05/06 0:00:00,114,0,0,\162680,6,0,0,\0,0,"4月分　神戸市運営費","H",23,5,6,0,"10102","01301",1,2011/06/15 0:00:00,"H2305-0018",18,2011/06/15 0:00:00,,0
37355,211,1,3,1,2011/05/06 0:00:00,50,0,0,\32550,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",23,5,6,0,"13216","10102",1,2011/06/15 0:00:00,"H2305-0019",19,2011/06/15 0:00:00,,0
37356,215,1,3,1,2011/05/06 0:00:00,38,0,0,\15197,114,0,0,\0,0,"第一電子","H",23,5,6,0,"13204","10102",1,2011/06/15 0:00:00,"H2305-0023",23,2011/06/15 0:00:00,,0
37357,219,1,3,1,2011/05/06 0:00:00,62,0,0,\5592,163,0,0,\0,0,"白鷺保育社　ﾗｯﾌﾟ代他","H",23,5,6,0,"13310","10112",1,2011/06/15 0:00:00,"H2305-0027",27,2011/06/15 0:00:00,,0
37358,220,1,3,1,2011/05/06 0:00:00,54,0,0,\11160,163,0,0,\0,0,"白鷺保育社　紙ﾀｵﾙ代","H",23,5,6,0,"13302","10112",1,2011/06/15 0:00:00,"H2305-0028",28,2011/06/15 0:00:00,,0
37359,221,1,3,1,2011/05/06 0:00:00,37,0,0,\4335,163,0,0,\0,0,"白鷺保育社　本代","H",23,5,6,0,"13203","10112",1,2011/06/15 0:00:00,"H2305-0029",29,2011/06/15 0:00:00,,0
37360,222,1,3,1,2011/05/06 0:00:00,58,0,0,\7140,163,0,0,\0,0,"白鷺保育社　出席ﾌﾞｯｸ(若草)","H",23,5,6,0,"13306","10112",1,2011/06/15 0:00:00,"H2305-0030",30,2011/06/15 0:00:00,,0
